gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Tenure_Group,Churn_Probability,Risk_Level,Recommended_Action
Female,1,No,No,28,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.3,2890.65,1,25-48 Months,0.637031844759873,High Risk,Priority retention campaign + service engagement
Male,1,No,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.4,4187.75,1,25-48 Months,0.6369498563731837,High Risk,Priority retention campaign + service engagement
Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.3,1308.4,1,13-24 Months,0.6369352103566991,High Risk,Priority retention campaign + service engagement
Female,1,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,76.4,76.4,1,0-6 Months,0.6366679554198511,High Risk,Priority retention campaign + service engagement
Male,1,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.3,2357.75,0,25-48 Months,0.6364588233309093,High Risk,Priority retention campaign + service engagement
Female,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.05,318.5,1,0-6 Months,0.636361988702981,High Risk,Priority retention campaign + service engagement
Female,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.85,401.3,0,0-6 Months,0.6359979378737372,High Risk,Priority retention campaign + service engagement
Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.4,1189.4,0,13-24 Months,0.6359125431188014,High Risk,Priority retention campaign + service engagement
Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.0,80.0,1,0-6 Months,0.635800243294102,High Risk,Priority retention campaign + service engagement
Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.1,1620.8,0,13-24 Months,0.6354506296419291,High Risk,Priority retention campaign + service engagement
Female,1,Yes,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.85,2633.4,0,25-48 Months,0.6354303512021853,High Risk,Priority retention campaign + service engagement
Female,1,Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.4,3217.65,0,25-48 Months,0.6352809040521429,High Risk,Priority retention campaign + service engagement
Female,1,No,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.15,2277.65,1,25-48 Months,0.6351666775138046,High Risk,Priority retention campaign + service engagement
Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.05,80.05,1,0-6 Months,0.635158316382845,High Risk,Priority retention campaign + service engagement
Male,1,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.65,4284.8,1,25-48 Months,0.6346921851800387,High Risk,Priority retention campaign + service engagement
Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.1,2249.95,1,13-24 Months,0.6346747201319588,High Risk,Priority retention campaign + service engagement
Female,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.45,3414.65,0,25-48 Months,0.6346649859375034,High Risk,Priority retention campaign + service engagement
Female,1,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.6,865.55,1,7-12 Months,0.6344695836503952,High Risk,Priority retention campaign + service engagement
Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,86.05,308.1,0,0-6 Months,0.6344607107331717,High Risk,Priority retention campaign + service engagement
Male,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.35,2238.5,1,13-24 Months,0.6343408391498866,High Risk,Priority retention campaign + service engagement
Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,74.7,1,0-6 Months,0.6341084453530614,High Risk,Priority retention campaign + service engagement
Female,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.65,3207.55,1,25-48 Months,0.6337210652279528,High Risk,Priority retention campaign + service engagement
Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,81.5,162.55,0,0-6 Months,0.6336545282732574,High Risk,Priority retention campaign + service engagement
Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3480.0,1,25-48 Months,0.633582452628227,High Risk,Priority retention campaign + service engagement
Male,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.25,331.9,1,0-6 Months,0.6334114387334735,High Risk,Priority retention campaign + service engagement
Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.95,858.6,0,7-12 Months,0.633058693097227,High Risk,Priority retention campaign + service engagement
Female,1,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.85,2381.55,1,25-48 Months,0.6328305307053781,High Risk,Priority retention campaign + service engagement
Female,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.9,2254.2,1,13-24 Months,0.6327837296101426,High Risk,Priority retention campaign + service engagement
Female,1,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.15,1496.9,1,13-24 Months,0.6326212156937707,High Risk,Priority retention campaign + service engagement
Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,82.75,417.75,0,0-6 Months,0.6324262338691132,High Risk,Priority retention campaign + service engagement
Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,84.3,84.3,1,0-6 Months,0.6322268318302146,High Risk,Priority retention campaign + service engagement
Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.1,398.55,0,0-6 Months,0.6317136959873483,High Risk,Priority retention campaign + service engagement
Female,1,Yes,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.6,239.05,0,0-6 Months,0.6315939487703361,High Risk,Priority retention campaign + service engagement
Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.5,597.9,0,7-12 Months,0.6315446290824988,High Risk,Priority retention campaign + service engagement
Female,1,Yes,No,11,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,82.9,880.05,0,7-12 Months,0.6314167442675365,High Risk,Priority retention campaign + service engagement
Male,1,No,No,10,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,72.85,688.65,1,7-12 Months,0.6307328133261942,High Risk,Priority retention campaign + service engagement
Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.85,59.85,1,0-6 Months,0.630718945474287,High Risk,Priority retention campaign + service engagement
Female,1,No,No,11,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.7,1047.7,1,7-12 Months,0.6306946272937591,High Risk,Priority retention campaign + service engagement
Female,0,No,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,1017.35,0,7-12 Months,0.6306891537491254,High Risk,Priority retention campaign + service engagement
Female,1,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.8,1727.5,1,13-24 Months,0.6306750347533547,High Risk,Priority retention campaign + service engagement
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,71.35,71.35,1,0-6 Months,0.630668254451171,High Risk,Priority retention campaign + service engagement
Male,1,No,No,8,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.4,221.9,1,7-12 Months,0.6304447271745807,High Risk,Priority retention campaign + service engagement
Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),81.0,389.6,1,0-6 Months,0.6300256247247741,High Risk,Priority retention campaign + service engagement
Female,1,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.65,633.3,1,7-12 Months,0.6299097683093257,High Risk,Priority retention campaign + service engagement
Male,1,No,No,21,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),96.8,2030.3,1,13-24 Months,0.629824957731464,High Risk,Priority retention campaign + service engagement
Male,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.65,383.65,0,0-6 Months,0.629812416954528,High Risk,Priority retention campaign + service engagement
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.5,70.5,1,0-6 Months,0.629521668051787,High Risk,Priority retention campaign + service engagement
Male,0,No,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,75.35,1,0-6 Months,0.6294227414113965,High Risk,Priority retention campaign + service engagement
Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,73.6,520.0,1,7-12 Months,0.6293495870560465,High Risk,Priority retention campaign + service engagement
Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.1,679.3,1,7-12 Months,0.6293073037513395,High Risk,Priority retention campaign + service engagement
Male,1,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.45,47.5,1,0-6 Months,0.6292159606738023,High Risk,Priority retention campaign + service engagement
Female,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,2983.8,1,25-48 Months,0.6291746703931242,High Risk,Priority retention campaign + service engagement
Male,1,No,No,19,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.6,1660.0,1,13-24 Months,0.6290051458790815,High Risk,Priority retention campaign + service engagement
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.1,70.1,0,0-6 Months,0.6289815913999942,High Risk,Priority retention campaign + service engagement
Female,0,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,3527.6,1,25-48 Months,0.628859127694534,High Risk,Priority retention campaign + service engagement
Male,0,No,No,4,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.65,118.5,1,0-6 Months,0.6287371077458961,High Risk,Priority retention campaign + service engagement
Female,1,Yes,No,18,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.35,810.7,1,13-24 Months,0.6284318690433986,High Risk,Priority retention campaign + service engagement
Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,107.95,313.6,0,0-6 Months,0.6283663037891202,High Risk,Priority retention campaign + service engagement
Female,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3046.15,1,25-48 Months,0.6283458781212425,High Risk,Priority retention campaign + service engagement
Female,1,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.3,77.75,1,0-6 Months,0.6282892874729141,High Risk,Priority retention campaign + service engagement
Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.05,434.5,1,0-6 Months,0.628275662804341,High Risk,Priority retention campaign + service engagement
Male,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,738.2,1,7-12 Months,0.6279206247761417,High Risk,Priority retention campaign + service engagement
Female,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,842.9,1,7-12 Months,0.627635908992561,High Risk,Priority retention campaign + service engagement
Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,740.0,1,7-12 Months,0.6276073871645078,High Risk,Priority retention campaign + service engagement
Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.4,356.65,0,0-6 Months,0.6275068198530933,High Risk,Priority retention campaign + service engagement
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.65,68.65,1,0-6 Months,0.6270211175735105,High Risk,Priority retention campaign + service engagement
Female,1,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.35,1058.1,0,13-24 Months,0.6267142335191473,High Risk,Priority retention campaign + service engagement
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.8,70.8,1,0-6 Months,0.6256975874648618,High Risk,Priority retention campaign + service engagement
Male,0,Yes,No,5,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.95,100.4,1,0-6 Months,0.6256632691186024,High Risk,Priority retention campaign + service engagement
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.7,70.7,0,0-6 Months,0.6255620340198195,High Risk,Priority retention campaign + service engagement
Male,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.8,704.3,0,7-12 Months,0.6255269581745226,High Risk,Priority retention campaign + service engagement
Male,1,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.55,2510.2,1,25-48 Months,0.6251688226394232,High Risk,Priority retention campaign + service engagement
Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.0,624.6,0,7-12 Months,0.6250420702086211,High Risk,Priority retention campaign + service engagement
Female,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),82.85,319.6,0,0-6 Months,0.6248690763230289,High Risk,Priority retention campaign + service engagement
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.15,70.15,1,0-6 Months,0.6248161383831192,High Risk,Priority retention campaign + service engagement
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.15,70.15,1,0-6 Months,0.6248161383831192,High Risk,Priority retention campaign + service engagement
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.95,69.95,1,0-6 Months,0.6245447564362709,High Risk,Priority retention campaign + service engagement
Male,0,No,No,14,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.75,712.75,1,13-24 Months,0.6242858998924324,High Risk,Priority retention campaign + service engagement
Female,1,Yes,No,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.05,3944.5,0,25-48 Months,0.6241421572303251,High Risk,Priority retention campaign + service engagement
Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.65,1465.75,1,13-24 Months,0.6241398475102288,High Risk,Priority retention campaign + service engagement
Male,1,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.6,4009.2,0,25-48 Months,0.6240325337263627,High Risk,Priority retention campaign + service engagement
Female,0,Yes,Yes,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.55,680.05,1,7-12 Months,0.6239296870158126,High Risk,Priority retention campaign + service engagement
Female,1,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,74.4,434.1,1,0-6 Months,0.6238663378892727,High Risk,Priority retention campaign + service engagement
Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.4,69.4,1,0-6 Months,0.6238645916493409,High Risk,Priority retention campaign + service engagement
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,70.4,1,0-6 Months,0.623860428555782,High Risk,Priority retention campaign + service engagement
Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.15,1345.75,0,13-24 Months,0.6235195087294629,High Risk,Priority retention campaign + service engagement
Female,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,83.9,497.55,1,0-6 Months,0.6234744403655634,High Risk,Priority retention campaign + service engagement
Female,1,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.85,3204.4,0,25-48 Months,0.6234590648738872,High Risk,Priority retention campaign + service engagement
Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.1,1068.85,1,7-12 Months,0.6234347280418038,High Risk,Priority retention campaign + service engagement
Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.0,70.0,1,0-6 Months,0.6233836096030664,High Risk,Priority retention campaign + service engagement
Male,1,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.15,827.7,0,7-12 Months,0.6233761164959605,High Risk,Priority retention campaign + service engagement
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.95,69.95,1,0-6 Months,0.6232490915017571,High Risk,Priority retention campaign + service engagement
Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),98.3,923.5,1,7-12 Months,0.6227128281844965,High Risk,Priority retention campaign + service engagement
Female,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.0,506.9,1,7-12 Months,0.6222519719769983,High Risk,Priority retention campaign + service engagement
Female,0,No,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.05,472.65,0,7-12 Months,0.6222139536456393,High Risk,Priority retention campaign + service engagement
Male,0,Yes,Yes,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,377.85,0,0-6 Months,0.6220459210212023,High Risk,Priority retention campaign + service engagement
Female,1,No,No,6,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.1,450.9,0,0-6 Months,0.6218836861702194,High Risk,Priority retention campaign + service engagement
Female,0,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3810.55,0,25-48 Months,0.6218778880894957,High Risk,Priority retention campaign + service engagement
Male,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,659.65,1,7-12 Months,0.6217079237633727,High Risk,Priority retention campaign + service engagement
Male,1,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.5,2917.65,0,25-48 Months,0.6215317059325232,High Risk,Priority retention campaign + service engagement
Male,0,Yes,Yes,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.2,1776.55,1,13-24 Months,0.6213186665652929,High Risk,Priority retention campaign + service engagement
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.55,71.55,1,0-6 Months,0.6211714901941024,High Risk,Priority retention campaign + service engagement
Female,1,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.55,349.65,1,0-6 Months,0.6210683373104543,High Risk,Priority retention campaign + service engagement
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.35,71.35,1,0-6 Months,0.6208990715016095,High Risk,Priority retention campaign + service engagement
Male,1,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.3,828.05,0,7-12 Months,0.6204762132889973,High Risk,Priority retention campaign + service engagement
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.35,139.25,0,0-6 Months,0.6204519566720457,High Risk,Priority retention campaign + service engagement
Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.55,222.3,1,0-6 Months,0.6204200001732773,High Risk,Priority retention campaign + service engagement
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.65,145.15,1,0-6 Months,0.6200005944021516,High Risk,Priority retention campaign + service engagement
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.6,70.6,0,0-6 Months,0.619876823482368,High Risk,Priority retention campaign + service engagement
Female,0,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.45,1058.6,1,13-24 Months,0.6198689983569343,High Risk,Priority retention campaign + service engagement
Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.95,2254.2,1,25-48 Months,0.6198651330060622,High Risk,Priority retention campaign + service engagement
Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.6,897.75,0,7-12 Months,0.6196432565651753,High Risk,Priority retention campaign + service engagement
Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,80.3,324.2,0,0-6 Months,0.6194691218110712,High Risk,Priority retention campaign + service engagement
Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,88.15,1390.6,1,13-24 Months,0.6193769482789406,High Risk,Priority retention campaign + service engagement
Male,1,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.5,3436.1,1,25-48 Months,0.6192675298024481,High Risk,Priority retention campaign + service engagement
Male,1,No,No,4,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.2,102.5,1,0-6 Months,0.6191859536487578,High Risk,Priority retention campaign + service engagement
Male,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.45,1261.35,0,13-24 Months,0.6191696009154115,High Risk,Priority retention campaign + service engagement
Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.35,76.35,1,0-6 Months,0.61911593580429,High Risk,Priority retention campaign + service engagement
Male,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.8,2043.45,1,25-48 Months,0.6190608117066118,High Risk,Priority retention campaign + service engagement
Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.3,526.7,1,7-12 Months,0.6190473243522538,High Risk,Priority retention campaign + service engagement
Male,0,No,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.55,1008.55,1,7-12 Months,0.6189214849705561,High Risk,Priority retention campaign + service engagement
Female,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.75,1052.4,1,7-12 Months,0.6182580988963331,High Risk,Priority retention campaign + service engagement
Male,1,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.75,1938.9,0,13-24 Months,0.6181651922061376,High Risk,Priority retention campaign + service engagement
Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.55,75.55,0,0-6 Months,0.6180235263533653,High Risk,Priority retention campaign + service engagement
Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.3,75.3,1,0-6 Months,0.6176819029661854,High Risk,Priority retention campaign + service engagement
Female,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.5,3762.0,1,25-48 Months,0.6175352316816127,High Risk,Priority retention campaign + service engagement
Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.65,2104.55,1,13-24 Months,0.617487791089068,High Risk,Priority retention campaign + service engagement
Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.4,3474.2,0,25-48 Months,0.617351199585206,High Risk,Priority retention campaign + service engagement
Male,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.65,1146.65,1,13-24 Months,0.6173010144372183,High Risk,Priority retention campaign + service engagement
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.95,119.75,1,0-6 Months,0.6171595722814887,High Risk,Priority retention campaign + service engagement
Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.3,1180.95,1,13-24 Months,0.6170743903726834,High Risk,Priority retention campaign + service engagement
Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.85,302.75,1,0-6 Months,0.6170741667088304,High Risk,Priority retention campaign + service engagement
Female,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1145.7,1,13-24 Months,0.6169838268922554,High Risk,Priority retention campaign + service engagement
Female,0,No,No,3,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.25,170.5,0,0-6 Months,0.6169600618468509,High Risk,Priority retention campaign + service engagement
